bond_angle,eps,n_clusters,avg_silhouette_score,min_z_score*,minimum_energy,min_energy_cluster_rmsd,min_energy_avg_intermedoid_rmsd,noise_cluster,rmse_helix,rmse_cyl,min_medoid
100.0,0.12142857142857144,4,0.049537073494078716,0.2373791913489736,-16.70338881353164,0.011995527557156972,0.17413677275180817,True,3.8184675287025667,30.71288605767441,medoid_0
102.0,-,-,-,-,-,-,-,-,-,-,-
104.0,-,-,-,-,-,-,-,-,-,-,-
106.0,-,-,-,-,-,-,-,-,-,-,-
108.0,-,-,-,-,-,-,-,-,-,-,-
110.0,0.12142857142857144,3,-0.1885664606711893,0.39506546753056526,-17.41955861527495,0.18573875610962348,0.18997958302497864,True,-,-,medoid_-1
112.0,0.12142857142857144,6,-0.0494820206060349,0.7409748994041927,-17.85292274630354,0.18110954428488418,0.22011709213256836,True,-,-,medoid_-1
114.0,0.12142857142857144,7,0.0029064416445200685,0.06923082946937802,-17.07291729207284,0.1901888096720068,0.17772987484931946,True,-,-,medoid_-1
116.0,0.12142857142857144,8,0.023522674841889538,0.10086595450299926,-17.53952757724382,0.18341055932300246,0.21340972185134888,True,-,-,medoid_-1
118.0,0.12142857142857144,14,0.24216958320997417,1.4100054402419544,-19.103482194041902,0.11932368942328565,0.18381460011005402,True,-,-,medoid_-1
120.0,0.12142857142857144,11,0.25465131092320575,2.6971017280548324,-21.002056644447336,0.061347763757194945,0.16729754209518433,True,13.841682144566057,54.768614308099856,medoid_0
122.0,0.12142857142857144,10,0.30614820298813855,0.22765192923223346,-20.980830276824015,0.06140806972762185,0.16099610924720764,False,0.9065153022104316,1.5556930607072337,medoid_2
124.0,0.12142857142857144,8,0.3270934755732408,0.5623451723140475,-20.141404421996633,0.07710180793054189,0.16539965569972992,False,4.54471743401833,43.68538664585314,medoid_3
126.0,0.12142857142857144,8,0.3935593804994215,2.076629686769551,-20.21651914270404,0.09210423362540152,0.22672225534915924,True,12.628620920387528,55.364468617316845,medoid_1
128.0,0.12142857142857144,9,0.31396951531188616,1.8021492910936514,-20.5098636876591,0.047727398750907785,0.20972979068756104,True,10.870050486927058,57.00599515306973,medoid_4
130.0,0.12142857142857144,7,0.40777517276774305,1.4849558420827536,-18.699373956933577,0.07963192784987508,0.21351319551467896,False,8.013681029722607,50.18820409637487,medoid_3
132.0,0.12142857142857144,5,0.46867303101272034,0.01729552788704654,-17.725460897788242,0.01854014992701993,0.20750509202480316,False,10.932630232031965,22.878931097175837,medoid_4
134.0,-,-,-,-,-,-,-,-,-,-,-
136.0,0.12142857142857144,3,0.4954938424660084,0.6764938758661235,-15.40535010759246,0.1094645013109698,0.2011009156703949,False,14.352497199117323,48.98820031982748,medoid_1
138.0,-,-,-,-,-,-,-,-,-,-,-
140.0,-,-,-,-,-,-,-,-,-,-,-
142.0,-,-,-,-,-,-,-,-,-,-,-
144.0,-,-,-,-,-,-,-,-,-,-,-
146.0,-,-,-,-,-,-,-,-,-,-,-
148.0,-,-,-,-,-,-,-,-,-,-,-
150.0,-,-,-,-,-,-,-,-,-,-,-
152.0,-,-,-,-,-,-,-,-,-,-,-
154.0,-,-,-,-,-,-,-,-,-,-,-
156.0,-,-,-,-,-,-,-,-,-,-,-
158.0,-,-,-,-,-,-,-,-,-,-,-
160.0,-,-,-,-,-,-,-,-,-,-,-
