sc_size,eps,n_clusters,avg_silhouette_score,min_z_score*,minimum_energy,min_energy_cluster_rmsd,min_energy_avg_intermedoid_rmsd,noise_cluster,rmse_helix,rmse_cyl,min_medoid
0.5,0.06551724137931035,5,0.6951275540432541,0.029860379397623954,-23.301431069702048,0.06077005928768123,0.18554559350013733,True,13.573030119037647,100.54391208377612,medoid_0
0.8888888888888888,0.05,21,0.8558746247260847,0.25252404411171575,-30.864090490145458,0.016387350822627437,0.14445561170578003,True,14.073358902765394,69.32852483319759,medoid_10
1.2777777777777777,0.05,5,0.8734352908956411,1.7478189826117865,-32.86094858590876,0.04586526567474376,0.21960487961769104,True,0.7376253897768769,1.8285234164242472,medoid_0
1.6666666666666667,0.08103448275862069,5,0.6963920051466642,0.1933363566669257,-22.345343853377887,0.07347323216942882,0.22507180273532867,True,5.499785820253274,48.96042322513605,medoid_0
2.0555555555555554,0.09655172413793103,16,0.6374448487083562,0.01825830548755608,-7.229841107155844,0.11033046658842569,0.1699618250131607,True,4.4594413292137824,39.254775104202245,medoid_1
2.4444444444444446,0.14310344827586208,7,0.7687890824244518,0.10155965801017164,34.76190577344003,0.03894137403352978,0.17202462255954742,True,5.878030491408069,50.738918425991415,medoid_1
2.8333333333333335,0.17413793103448277,3,0.705862352245246,0.3085094640330435,122.0592887150796,0.07321714934755101,0.18645086884498596,False,6.220971857115133,53.05389914956356,medoid_0
3.2222222222222223,0.1896551724137931,59,0.7446611733636447,0.8652663003081055,6.151970304748691,0.012634965738561165,0.22176335752010345,True,8.61717784220843,51.76128574788271,medoid_44
3.611111111111111,0.05,11,0.9005275745483324,0.19012356162210267,-10.105284552067847,0.042358272141624256,0.33689722418785095,True,6.8693794532845684,50.05094875215773,medoid_3
4.0,0.05,38,0.8903096961123106,0.4517227712887758,-8.52251695592398,0.04167823449054373,0.3327004909515381,True,8.487224500914882,43.7828220614243,medoid_27
